latitude,longitude,closepoint,north,south,east,west
41.617111,-87.3757245,1,41.70704316059187,41.52717883940812,-87.2552620796453,-87.49618692035469
41.6118493,-87.3193806,1,41.701781460591874,41.52191713940814,-87.19892803710896,-87.43983316289105
41.5989567,-87.3320825,1,41.688888860591874,41.509024539408124,-87.21165407947281,-87.4525109205272
41.5991334,-87.322354,1,41.689065560591864,41.50920123940812,-87.20192524869537,-87.44278275130463
41.6590027,-87.4412894,1,41.74893486059188,41.56907053940813,-87.3207484043053,-87.5618303956947
41.6551862,-87.4648687,1,41.745118360591874,41.56525403940813,-87.3443348697423,-87.58540253025771
41.6718059,-87.4819484,1,41.76173806059187,41.58187373940812,-87.36138335630537,-87.60251344369463
41.6307896,-87.1654463,1,41.72072176059187,41.54085743940812,-87.04495824134368,-87.28593435865632
41.6330739,-87.1264587,1,41.72300606059188,41.54314173940813,-87.0059663580637,-87.2469510419363
